   2.05124544836882e-01   1.80623776052194e-01   2.48442248876185e-01   1.37128074125319e-01   1.71296754239112e-01   1.72358248152123e-01   1.77809426494103e-01   1.32770835020468e-01   1.99546789540867e-01   2.41170583922158e-01
   1.88678810422251e-01   1.64800337278850e-01   2.32877843194887e-01   1.27282630452719e-01   1.58028755053662e-01   1.62934212793437e-01   1.65091192022237e-01   1.23906651788556e-01   1.86404648148990e-01   2.30140439849208e-01
   2.04516504565732e-01   1.78833626428425e-01   2.47558059242433e-01   1.36542838905752e-01   1.69681164319640e-01   1.72252550774428e-01   1.76729645615482e-01   1.32947133719224e-01   1.99534537587242e-01   2.40633082781936e-01
   1.86936393990526e-01   1.63022060582481e-01   2.21141980367468e-01   1.23779206014454e-01   1.55324859820268e-01   1.60150293713014e-01   1.63675585967993e-01   1.19705717136753e-01   1.82092436522402e-01   2.19685625828735e-01
   1.76872641362420e-01   1.56460755079923e-01   2.13112119139290e-01   1.18246577790106e-01   1.49105633673340e-01   1.50766351297983e-01   1.55381086265507e-01   1.13506145431833e-01   1.72137100643220e-01   2.10027513000908e-01
   2.07747055990175e-01   1.77517101356127e-01   2.39370174031551e-01   1.35327777659404e-01   1.68310371995243e-01   1.77042559475655e-01   1.79659725818386e-01   1.32717624070412e-01   2.02176165142646e-01   2.38395544135043e-01
   1.91151840710976e-01   1.66262860226640e-01   2.33643727928116e-01   1.28126704945700e-01   1.58594154343553e-01   1.63121396606179e-01   1.65771813310334e-01   1.25265186541427e-01   1.88059595204620e-01   2.29145742787566e-01
   1.85195888357091e-01   1.61270066413314e-01   2.23624221072427e-01   1.22855205170094e-01   1.52710722404603e-01   1.55268423693217e-01   1.59413763616923e-01   1.20285962082141e-01   1.81121353051892e-01   2.18037057667192e-01
   1.88046198928029e-01   1.65757767406646e-01   2.26603519653266e-01   1.25149922984006e-01   1.56822547995642e-01   1.57100826852021e-01   1.62766722939299e-01   1.21152229690807e-01   1.82571457257945e-01   2.19928245087389e-01
   2.12784468525080e-01   1.86072191108728e-01   2.49996651755925e-01   1.40586245607843e-01   1.77824515284819e-01   1.84039303559568e-01   1.88086220669727e-01   1.35142146508485e-01   2.07274485776436e-01   2.51505560412503e-01
   1.95537496860537e-01   1.68056885844115e-01   2.28863759190823e-01   1.28327429058770e-01   1.59406960924455e-01   1.66141233282551e-01   1.68976938992309e-01   1.25713223086732e-01   1.90588243870238e-01   2.26300163204990e-01
   1.83547191339480e-01   1.59746673628519e-01   2.24231135447457e-01   1.22594243246714e-01   1.51865238842554e-01   1.55178550389048e-01   1.58424864594793e-01   1.20131100450057e-01   1.80397328946869e-01   2.19063244927468e-01
   2.09351125402226e-01   1.83557935065246e-01   2.51505946802598e-01   1.39217943227495e-01   1.74678048578402e-01   1.78023320438555e-01   1.82762557284630e-01   1.34793528287825e-01   2.04398686597779e-01   2.48169041547182e-01
   1.86994820645978e-01   1.65181380881646e-01   2.29594346867134e-01   1.25797465049698e-01   1.56364648344262e-01   1.55753563567257e-01   1.61098543346301e-01   1.22045376601518e-01   1.81951313350429e-01   2.20064765261246e-01
   2.01183225851661e-01   1.74216119671824e-01   2.39272044574480e-01   1.32943747577156e-01   1.66254800055333e-01   1.73023730085182e-01   1.75828635175707e-01   1.29566012375672e-01   1.97396247776613e-01   2.39243567044721e-01
   1.85640725931011e-01   1.61132178363561e-01   2.25873944896609e-01   1.24311161384219e-01   1.53861383864101e-01   1.59077794252361e-01   1.61280374297233e-01   1.21480854155549e-01   1.82601180597399e-01   2.22254312424318e-01
   1.95209836590309e-01   1.68180311376310e-01   2.31052512539441e-01   1.28489191768195e-01   1.58730347259916e-01   1.63151619368971e-01   1.66861765429111e-01   1.26409322976319e-01   1.90006582996013e-01   2.24555762504242e-01
   1.84424591326132e-01   1.59099383460585e-01   2.20408246279193e-01   1.22297161511003e-01   1.51371814741612e-01   1.57212467588374e-01   1.59529041426637e-01   1.19844896372042e-01   1.80674856269415e-01   2.17068431591175e-01
   1.83867811219063e-01   1.59444308262310e-01   2.23445927044354e-01   1.23238525778738e-01   1.52850965958124e-01   1.59323567899477e-01   1.60831795624993e-01   1.20170634305003e-01   1.81300330977651e-01   2.21951560740265e-01
   2.02305370112659e-01   1.79033664598212e-01   2.49618916205281e-01   1.36733396858735e-01   1.71283675718751e-01   1.73391944219840e-01   1.77684804095128e-01   1.31762107649089e-01   1.98495264777759e-01   2.45338832031284e-01
   1.91580962870365e-01   1.69023794277703e-01   2.33285057502816e-01   1.28287756530806e-01   1.60725369882944e-01   1.61955293850916e-01   1.66888923401372e-01   1.24041952726047e-01   1.87017526040243e-01   2.27977255717638e-01
   1.89836492290900e-01   1.67104617087143e-01   2.30353364884446e-01   1.27158751538133e-01   1.58871870754589e-01   1.60576093929837e-01   1.65146773454533e-01   1.22999700637067e-01   1.85030052664853e-01   2.24584880620652e-01
   1.87915568152030e-01   1.64544993996343e-01   2.31493664111035e-01   1.26505044161686e-01   1.56606837779789e-01   1.58971058652147e-01   1.62510723207995e-01   1.23385988824409e-01   1.84389789254365e-01   2.24717578827586e-01
   1.81064512821865e-01   1.57725801988058e-01   2.17741703068175e-01   1.20600623096325e-01   1.50216843697999e-01   1.54396223435574e-01   1.57516550796842e-01   1.17323417612375e-01   1.77113727844189e-01   2.14376868315239e-01
   1.97176055791040e-01   1.72440646381546e-01   2.40012099871878e-01   1.31922271328316e-01   1.64474602182227e-01   1.68286654628573e-01   1.71831701169446e-01   1.28275165966901e-01   1.93527014921852e-01   2.36318689494597e-01
   1.94038019931348e-01   1.69235962501141e-01   2.35046681727725e-01   1.29643536990492e-01   1.61842509299424e-01   1.67043820579826e-01   1.69873440984339e-01   1.25961490402343e-01   1.90730588337552e-01   2.33370238393979e-01
