0.30802,0.39974,0.41576,0.46392,0.47734,0.64304,0.6433,0.4807,0.48168,0.643,0.4818,0.79436,0.79482,0.48142,0.6212,0.380952,0.380952,0.380952,1,1,34.6153
0.3446,0.34816,0.43698,0.46142,0.52946,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,36.066
0.2716,0.42604,0.43904,0.46552,0.47696,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,33.744
0.30772,0.41032,0.41056,0.48426,0.4846,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,35.1549
0.35222,0.38264,0.42638,0.5247,0.55626,0.64304,0.643,0.4818,0.48094,0.6433,0.4807,0.7951,0.79482,0.4812,0.6228,0.380952,0.380952,0.380952,1,1,38.4466
0.33392,0.39348,0.43582,0.51858,0.55024,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,35.6956
0.27072,0.44696,0.45302,0.51056,0.51602,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,28.4162
0.31302,0.4111,0.4407,0.5159,0.53884,0.64304,0.643,0.4818,0.48094,0.6433,0.4807,0.7951,0.79482,0.4812,0.6228,0.380952,0.380952,0.380952,1,1,31.7546
0.31254,0.40654,0.44676,0.51152,0.54286,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,31.62
0.34154,0.37478,0.44846,0.5087,0.5633,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,35.416
0.37628,0.3888,0.41246,0.55438,0.57064,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,39.7697
0.36786,0.37884,0.43244,0.5404,0.57792,0.6433,0.643,0.48142,0.4812,0.64304,0.48168,0.7951,0.79436,0.48094,0.62194,0.380952,0.380952,0.380952,1,1,38.099
0.3415,0.39646,0.44288,0.53316,0.56746,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,35.2378
0.35058,0.36444,0.47078,0.51222,0.59,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,33.1657
0.27572,0.4365,0.47792,0.51106,0.54578,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,25.1796
0.27642,0.39936,0.46364,0.53358,0.56512,0.64304,0.4807,0.6433,0.61394,0.4818,0.643,0.61226,0.79482,0.48792,1.07862,0.380952,0.380952,1,0.380952,0.380952,23.6266
0.26244,0.42002,0.47626,0.52138,0.56458,0.6433,0.48168,0.64304,0.4807,0.48142,0.643,0.79482,0.79436,0.6212,0.4818,0.380952,0.380952,1,0.380952,1,26.5476
0.29964,0.392,0.4864,0.50474,0.57828,0.643,0.4812,0.6433,0.48142,0.48094,0.64304,0.79436,0.7951,0.62194,0.48168,0.380952,0.380952,1,0.380952,1,25.2627
0.29352,0.4221,0.47182,0.51366,0.55424,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,25.8754
0.30428,0.43542,0.44442,0.53498,0.54224,0.64304,0.6433,0.4807,0.48168,0.643,0.4818,0.79436,0.79482,0.48142,0.6212,0.380952,0.380952,0.380952,1,1,28.3323
0.34006,0.38204,0.46188,0.51922,0.57844,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,33.4583
0.36828,0.39548,0.43558,0.5589,0.58688,0.64304,0.643,0.4818,0.48094,0.6433,0.4807,0.7951,0.79482,0.4812,0.6228,0.380952,0.380952,0.380952,1,1,37.5376
0.33724,0.3819,0.49052,0.51908,0.60072,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,30.3101
0.34172,0.3728,0.49638,0.5139,0.60662,0.64304,0.6433,0.4807,0.48168,0.643,0.4818,0.79436,0.79482,0.48142,0.6212,0.380952,0.380952,0.380952,1,1,30.514
0.27774,0.45232,0.47952,0.532,0.55426,0.64304,0.643,0.4818,0.48094,0.6433,0.4807,0.7951,0.79482,0.4812,0.6228,0.380952,0.380952,0.380952,1,1,22.059
0.35726,0.40572,0.43682,0.55832,0.58042,0.64304,0.643,0.4818,0.48094,0.6433,0.4807,0.7951,0.79482,0.4812,0.6228,0.380952,0.380952,0.380952,1,1,36.4723
0.36742,0.41728,0.43802,0.57896,0.59374,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,36.8163
0.35958,0.40288,0.46244,0.56142,0.60442,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,35.0496
0.27156,0.4709,0.4928,0.54628,0.56436,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,20.2403
0.2605,0.47024,0.50718,0.53538,0.56716,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,22.5205
0.33536,0.35612,0.4706,0.52194,0.57834,0.6433,0.48168,0.61174,0.64304,0.48142,0.61234,0.643,0.48734,0.79436,1.0771,0.380952,0.380952,1,0.380952,0.380952,24.601
0.31464,0.4499,0.46378,0.5638,0.57476,0.64304,0.6433,0.4807,0.48168,0.643,0.4818,0.79436,0.79482,0.48142,0.6212,0.380952,0.380952,0.380952,1,1,26.2404
0.37304,0.43352,0.44198,0.59862,0.60474,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,36.9587
0.33048,0.39398,0.52038,0.54718,0.57452,0.643,0.4812,0.6433,0.61352,0.48094,0.64304,0.61464,0.7951,0.48868,1.0798,0.380952,0.380952,1,0.380952,0.380952,27.0303
0.27204,0.4777,0.51348,0.55392,0.58372,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,17.4622
0.31816,0.3817,0.46584,0.49382,0.6119,0.64304,0.4807,0.61394,0.6433,0.4818,0.61226,0.643,0.48792,0.79482,1.07862,0.380952,0.380952,1,0.380952,0.380952,24.1136
0.29032,0.40988,0.47072,0.50048,0.6093,0.6433,0.48142,0.61234,0.643,0.48168,0.61174,0.64304,0.48734,0.79436,1.0771,0.380952,0.380952,1,0.380952,0.380952,18.4008
0.37032,0.41392,0.46582,0.58164,0.61862,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,36.0608
0.36206,0.43416,0.4833,0.59278,0.62878,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,34.6061
0.38452,0.38936,0.51064,0.57288,0.62886,0.6433,0.64304,0.48168,0.61174,0.643,0.48142,0.61234,0.79436,1.0771,0.48734,0.380952,0.380952,0.380952,1,0.380952,35.1343
0.3699,0.39458,0.52352,0.56338,0.61362,0.6433,0.643,0.48142,0.61234,0.64304,0.48168,0.61174,0.79436,1.0771,0.48734,0.380952,0.380952,0.380952,1,0.380952,33.5593
0.27492,0.46856,0.54298,0.55552,0.59228,0.643,0.48094,0.64304,0.61464,0.4812,0.6433,0.61352,0.7951,0.48868,1.0798,0.380952,0.380952,1,0.380952,0.380952,15.0689
0.32534,0.39572,0.49746,0.51438,0.60546,0.64304,0.4807,0.61394,0.6433,0.4818,0.61226,0.643,0.48792,0.79482,1.07862,0.380952,0.380952,1,0.380952,0.380952,26.5985
0.27856,0.4381,0.492,0.5104,0.61514,0.64304,0.4818,0.61226,0.643,0.4807,0.61394,0.6433,0.48792,0.79482,1.07862,0.380952,0.380952,1,0.380952,0.380952,16.2926
0.30194,0.42554,0.51482,0.5437,0.58642,0.643,0.4812,0.61352,0.6433,0.48094,0.61464,0.64304,0.48868,0.7951,1.0798,0.380952,0.380952,1,0.380952,0.380952,20.4164
0.29512,0.47988,0.51354,0.5758,0.60342,0.643,0.6433,0.4812,0.48142,0.64304,0.48094,0.79436,0.7951,0.48168,0.62194,0.380952,0.380952,0.380952,1,1,17.0808
0.3514,0.41702,0.51792,0.56766,0.6233,0.64304,0.6433,0.4807,0.61394,0.643,0.4818,0.61226,0.79482,1.07862,0.48792,0.380952,0.380952,0.380952,1,0.380952,32.0951
0.37116,0.44022,0.46624,0.60476,0.6236,0.643,0.64304,0.48094,0.4818,0.6433,0.4812,0.79482,0.7951,0.4807,0.6228,0.380952,0.380952,0.380952,1,1,36.4046
0.37294,0.45082,0.45366,0.6142,0.61606,0.6433,0.64304,0.48168,0.4807,0.643,0.48142,0.79482,0.79436,0.4818,0.6212,0.380952,0.380952,0.380952,1,1,37.0382
